Date,Price,Open,High,Low,Change %
2000-12-31,0.958,0.9425,0.9597,0.9262,1.66
2001-01-07,0.952,0.9578,0.9596,0.9364,-0.63
2001-01-14,0.934,0.9521,0.9533,0.929,-1.89
2001-01-21,0.9242,0.9343,0.9453,0.9113,-1.05
2001-01-28,0.9364,0.9246,0.9448,0.9145,1.32
2001-02-04,0.9247,0.9345,0.9445,0.9125,-1.25
2001-02-11,0.9131,0.9254,0.9334,0.9026,-1.25
2001-02-18,0.9176,0.9134,0.9243,0.9017,0.49
2001-02-25,0.9347,0.9173,0.9383,0.9079,1.86
2001-03-04,0.9329,0.9365,0.9377,0.9252,-0.19
2001-03-11,0.8976,0.9327,0.9345,0.8915,-3.78
2001-03-18,0.89,0.8975,0.9127,0.8829,-0.85
2001-03-25,0.8778,0.8913,0.8995,0.8752,-1.37
2001-04-01,0.9042,0.8745,0.9094,0.8744,3.01
2001-04-08,0.8882,0.9028,0.9049,0.8807,-1.77
2001-04-15,0.9022,0.8887,0.9049,0.8696,1.58
2001-04-22,0.8922,0.9017,0.9084,0.8886,-1.11
2001-04-29,0.8927,0.8919,0.901,0.8852,0.06
2001-05-06,0.8753,0.8928,0.8936,0.8733,-1.95
2001-05-13,0.8814,0.8756,0.8882,0.8723,0.7
2001-05-20,0.8612,0.88,0.882,0.8501,-2.29
2001-05-27,0.8477,0.8602,0.8614,0.843,-1.57
2001-06-03,0.8508,0.8462,0.8572,0.8419,0.37
2001-06-10,0.8615,0.8498,0.8677,0.8412,1.26
2001-06-17,0.8573,0.8632,0.8647,0.8494,-0.49
2001-06-24,0.85,0.8568,0.8662,0.843,-0.85
2001-07-01,0.8475,0.8507,0.851,0.8347,-0.29
2001-07-08,0.8549,0.8467,0.8646,0.8439,0.87
2001-07-15,0.8711,0.8541,0.8791,0.8488,1.89
2001-07-22,0.8777,0.8705,0.8825,0.865,0.76
2001-07-29,0.8844,0.8761,0.8878,0.872,0.76
2001-08-05,0.8933,0.8832,0.8962,0.8735,1.01
2001-08-12,0.9182,0.8932,0.9204,0.8921,2.79
2001-08-19,0.915,0.9178,0.9242,0.9073,-0.35
2001-08-26,0.9124,0.9133,0.92,0.9026,-0.28
2001-09-02,0.9074,0.9101,0.9106,0.8823,-0.55
2001-09-09,0.9208,0.9062,0.925,0.8949,1.48
2001-09-16,0.9149,0.9235,0.9335,0.9084,-0.64
2001-09-23,0.9117,0.9136,0.9252,0.9082,-0.35
2001-09-30,0.9185,0.9103,0.9237,0.9059,0.75
2001-10-07,0.9116,0.9183,0.9246,0.8986,-0.75
2001-10-14,0.8992,0.9117,0.9139,0.8964,-1.36
2001-10-21,0.8932,0.8983,0.9004,0.8867,-0.67
2001-10-28,0.9023,0.8927,0.9123,0.8922,1.02
2001-11-04,0.8942,0.9019,0.9049,0.8886,-0.9
2001-11-11,0.8842,0.8948,0.9018,0.877,-1.12
2001-11-18,0.8781,0.8842,0.8853,0.8735,-0.69
2001-11-25,0.8965,0.8771,0.8984,0.8768,2.1
2001-12-02,0.8896,0.896,0.8972,0.8846,-0.77
2001-12-09,0.9028,0.8902,0.9058,0.8842,1.48
2001-12-16,0.888,0.9036,0.9084,0.8856,-1.64
2001-12-23,0.8836,0.8882,0.891,0.8739,-0.5
2001-12-30,0.895,0.884,0.9068,0.8824,1.29
2002-01-06,0.8926,0.8952,0.8999,0.8864,-0.27
2002-01-13,0.8843,0.8943,0.8955,0.8786,-0.93
2002-01-20,0.8661,0.8836,0.8892,0.8627,-2.06
2002-01-27,0.8621,0.8651,0.8677,0.8562,-0.46
2002-02-03,0.8735,0.8619,0.8756,0.8602,1.32
2002-02-10,0.8734,0.8704,0.8803,0.8677,-0.01
2002-02-17,0.8757,0.8733,0.8786,0.866,0.26
2002-02-24,0.8649,0.8752,0.8758,0.8614,-1.23
2002-03-03,0.8739,0.8648,0.8841,0.8629,1.04
2002-03-10,0.8824,0.8737,0.8872,0.8703,0.97
2002-03-17,0.877,0.8816,0.8861,0.8742,-0.61
2002-03-24,0.8718,0.8765,0.88,0.8698,-0.59
2002-03-31,0.879,0.8711,0.886,0.8711,0.83
2002-04-07,0.8802,0.8793,0.885,0.8732,0.14
2002-04-14,0.8922,0.8794,0.8925,0.8784,1.36
2002-04-21,0.9018,0.8896,0.9023,0.8856,1.08
2002-04-28,0.9173,0.9014,0.9177,0.8988,1.72
2002-05-05,0.914,0.9163,0.9192,0.9031,-0.36
2002-05-12,0.9205,0.9134,0.9221,0.8991,0.71
2002-05-19,0.9203,0.9208,0.9285,0.9161,-0.02
2002-05-26,0.9339,0.9211,0.9421,0.9185,1.48
2002-06-02,0.9438,0.933,0.9495,0.9303,1.06
2002-06-09,0.9461,0.9433,0.9528,0.939,0.24
2002-06-16,0.9708,0.9438,0.9724,0.9408,2.61
2002-06-23,0.9918,0.9698,0.9992,0.9658,2.16
2002-06-30,0.9723,0.9916,0.9982,0.9716,-1.97
2002-07-07,0.9911,0.9747,0.9971,0.9739,1.93
2002-07-14,1.0116,0.9914,1.0212,0.9912,2.07
2002-07-21,0.9859,1.0119,1.0137,0.985,-2.54
2002-07-28,0.9871,0.9875,0.9923,0.9726,0.12
2002-08-04,0.9699,0.9875,0.9882,0.9624,-1.74
2002-08-11,0.9844,0.9704,0.9898,0.9689,1.49
2002-08-18,0.9725,0.9849,0.9874,0.9666,-1.21
2002-08-25,0.982,0.972,0.9889,0.968,0.98
2002-09-01,0.9811,0.9818,0.9996,0.9798,-0.09
2002-09-08,0.9713,0.9818,0.9844,0.9699,-1.0
2002-09-15,0.9824,0.9703,0.9878,0.9604,1.14
2002-09-22,0.9808,0.9808,0.9861,0.9727,-0.16
2002-09-29,0.9794,0.9813,0.9914,0.9782,-0.14
2002-10-06,0.9876,0.9792,0.9931,0.9766,0.84
2002-10-13,0.9719,0.9878,0.9893,0.9696,-1.59
2002-10-20,0.9758,0.9719,0.9803,0.9687,0.4
2002-10-27,0.9969,0.9765,1.0006,0.9724,2.16
2002-11-03,1.013,0.9961,1.0151,0.9927,1.62
2002-11-10,1.0095,1.0126,1.0175,1.0011,-0.35
2002-11-17,0.997,1.0093,1.0147,0.9961,-1.24
2002-11-24,0.9946,0.9968,0.9972,0.9873,-0.24
2002-12-01,1.0099,0.9945,1.0131,0.9857,1.54
2002-12-08,1.0234,1.0099,1.0261,1.0057,1.34
2002-12-15,1.0269,1.0237,1.0335,1.0191,0.34
2002-12-22,1.0438,1.0274,1.0445,1.0216,1.65
2002-12-29,1.0423,1.0427,1.0505,1.0334,-0.14
2003-01-05,1.0576,1.0416,1.0587,1.0359,1.47
2003-01-12,1.0669,1.0579,1.068,1.0501,0.88
2003-01-19,1.0821,1.0655,1.0857,1.0629,1.42
2003-01-26,1.0769,1.0838,1.0909,1.0722,-0.48
2003-02-02,1.0825,1.0787,1.0941,1.0692,0.52
2003-02-09,1.0791,1.0817,1.086,1.0663,-0.31
2003-02-16,1.0768,1.0764,1.085,1.0667,-0.21
2003-02-23,1.0798,1.0727,1.084,1.0708,0.28
2003-03-02,1.1008,1.0777,1.1069,1.0768,1.94
2003-03-09,1.0741,1.1008,1.1086,1.069,-2.43
2003-03-16,1.0534,1.0772,1.0847,1.0501,-1.93
2003-03-23,1.0782,1.0607,1.0804,1.0567,2.35
2003-03-30,1.073,1.0796,1.0953,1.0684,-0.48
2003-04-06,1.0747,1.0667,1.0833,1.056,0.16
2003-04-13,1.0874,1.0748,1.0966,1.0715,1.18
2003-04-20,1.1034,1.0896,1.1054,1.0822,1.47
2003-04-27,1.1231,1.1037,1.129,1.0933,1.79
2003-05-04,1.1487,1.1228,1.1538,1.1205,2.28
2003-05-11,1.1592,1.1532,1.1626,1.137,0.91
2003-05-18,1.1838,1.1673,1.184,1.1613,2.12
2003-05-25,1.1787,1.1835,1.1935,1.1693,-0.43
2003-06-01,1.17,1.1714,1.1891,1.1628,-0.74
2003-06-08,1.1863,1.1713,1.188,1.1659,1.39
2003-06-15,1.161,1.1876,1.1933,1.1552,-2.13
2003-06-22,1.1437,1.1578,1.1626,1.14,-1.49
2003-06-29,1.1493,1.143,1.1613,1.1398,0.49
2003-07-06,1.1288,1.1479,1.1484,1.1256,-1.78
2003-07-13,1.127,1.129,1.134,1.1113,-0.16
2003-07-20,1.1512,1.125,1.1553,1.1245,2.15
2003-07-27,1.1274,1.1494,1.1542,1.1133,-2.07
2003-08-03,1.1308,1.1277,1.1429,1.126,0.3
2003-08-10,1.1259,1.1307,1.1384,1.1218,-0.43
2003-08-17,1.0887,1.1262,1.1271,1.0836,-3.3
2003-08-24,1.098,1.0871,1.1003,1.0792,0.85
2003-08-31,1.1107,1.0987,1.114,1.0762,1.16
2003-09-07,1.1291,1.1098,1.1327,1.1048,1.66
2003-09-14,1.1381,1.1271,1.1384,1.1137,0.8
2003-09-21,1.1474,1.1448,1.1538,1.1414,0.82
2003-09-28,1.1579,1.146,1.177,1.1394,0.92
2003-10-05,1.1799,1.1574,1.1863,1.1533,1.9
2003-10-12,1.1684,1.181,1.1816,1.1549,-0.97
2003-10-19,1.1783,1.1712,1.186,1.1604,0.85
2003-10-26,1.1584,1.1775,1.1786,1.1563,-1.69
2003-11-02,1.1535,1.1581,1.1621,1.1377,-0.42
2003-11-09,1.178,1.1506,1.1804,1.1444,2.12
2003-11-16,1.1913,1.1787,1.198,1.1726,1.13
2003-11-23,1.1994,1.191,1.2017,1.1753,0.68
2003-11-30,1.2164,1.1977,1.218,1.1937,1.42
2003-12-07,1.2288,1.2173,1.2308,1.2112,1.02
2003-12-14,1.2375,1.2141,1.244,1.213,0.71
2003-12-21,1.243,1.2404,1.2474,1.235,0.44
2003-12-28,1.2587,1.2434,1.2649,1.2425,1.26
2004-01-04,1.2831,1.2585,1.2871,1.2561,1.94
2004-01-11,1.2387,1.2845,1.2899,1.2351,-3.46
2004-01-18,1.2588,1.2363,1.2778,1.2334,1.62
2004-01-25,1.2469,1.2576,1.2665,1.2349,-0.95
2004-02-01,1.2704,1.2471,1.2725,1.239,1.88
2004-02-08,1.274,1.2611,1.2895,1.2603,0.28
2004-02-15,1.2532,1.275,1.2928,1.2493,-1.63
2004-02-22,1.249,1.251,1.2716,1.2373,-0.34
2004-02-29,1.2376,1.2487,1.2542,1.2057,-0.91
2004-03-07,1.2217,1.2388,1.2463,1.2162,-1.28
2004-03-14,1.2272,1.2188,1.2436,1.2176,0.45
2004-03-21,1.2133,1.2286,1.2403,1.2072,-1.13
2004-03-28,1.2138,1.2127,1.2391,1.205,0.04
2004-04-04,1.2086,1.2112,1.2223,1.1981,-0.43
2004-04-11,1.2001,1.2087,1.2102,1.1867,-0.7
2004-04-18,1.1846,1.2015,1.2083,1.1786,-1.29
2004-04-25,1.1982,1.1808,1.2014,1.1762,1.15
2004-05-02,1.1885,1.1996,1.2182,1.1876,-0.81
2004-05-09,1.1881,1.1877,1.1942,1.1772,-0.03
2004-05-16,1.1997,1.189,1.2071,1.1875,0.98
2004-05-23,1.2214,1.1987,1.2298,1.1932,1.81
2004-05-30,1.2266,1.2237,1.2306,1.214,0.43
2004-06-06,1.2009,1.2299,1.2354,1.1963,-2.1
2004-06-13,1.2142,1.1984,1.217,1.1953,1.11
2004-06-20,1.2174,1.2144,1.2195,1.2041,0.26
2004-06-27,1.2326,1.2176,1.2331,1.2067,1.25
2004-07-04,1.2415,1.2324,1.2424,1.2261,0.72
2004-07-11,1.2453,1.2411,1.2462,1.2298,0.31
2004-07-18,1.2094,1.2442,1.2463,1.2086,-2.88
2004-07-25,1.202,1.2107,1.2192,1.1992,-0.61
2004-08-01,1.2279,1.2073,1.2294,1.1972,2.15
2004-08-08,1.2376,1.2288,1.2377,1.2173,0.79
2004-08-15,1.2312,1.2381,1.239,1.2278,-0.52
2004-08-22,1.2008,1.2321,1.2321,1.2004,-2.47
2004-08-29,1.2052,1.2016,1.2226,1.1989,0.37
2004-09-05,1.2262,1.2062,1.2313,1.2025,1.74
2004-09-12,1.2199,1.227,1.23,1.2123,-0.51
2004-09-19,1.2278,1.2175,1.2368,1.2128,0.65
2004-09-26,1.2414,1.2283,1.2447,1.2247,1.11
2004-10-03,1.2407,1.2402,1.2437,1.2247,-0.06
2004-10-10,1.2466,1.2418,1.2508,1.2228,0.48
2004-10-17,1.2687,1.2479,1.2689,1.245,1.77
2004-10-24,1.2785,1.2714,1.2846,1.2633,0.77
2004-10-31,1.2967,1.2805,1.2971,1.2658,1.42
2004-11-07,1.2976,1.2971,1.3007,1.2849,0.07
2004-11-14,1.302,1.2977,1.3077,1.2916,0.34
2004-11-21,1.3293,1.3037,1.3333,1.2975,2.1
2004-11-28,1.3456,1.3271,1.3463,1.323,1.23
2004-12-05,1.3225,1.3441,1.3471,1.3137,-1.72
2004-12-12,1.3309,1.3198,1.3446,1.3189,0.64
2004-12-19,1.3531,1.3335,1.3552,1.3298,1.67
2004-12-26,1.3558,1.3529,1.3668,1.3511,0.2
2005-01-02,1.3054,1.3546,1.3581,1.3024,-3.72
2005-01-09,1.3106,1.3062,1.3295,1.3051,0.4
2005-01-16,1.305,1.3101,1.3129,1.2921,-0.43
2005-01-23,1.3044,1.3039,1.3126,1.2942,-0.05
2005-01-30,1.2872,1.3033,1.3096,1.2863,-1.32
2005-02-06,1.2866,1.2858,1.2908,1.2731,-0.05
2005-02-13,1.3072,1.2879,1.3091,1.2873,1.6
2005-02-20,1.3243,1.3045,1.3274,1.3032,1.31
2005-02-27,1.3241,1.3243,1.3281,1.3089,-0.02
2005-03-06,1.3454,1.3238,1.3482,1.3177,1.61
2005-03-13,1.3318,1.346,1.348,1.3264,-1.01
2005-03-20,1.2958,1.3313,1.3318,1.2927,-2.7
2005-03-27,1.2908,1.2961,1.306,1.2854,-0.39
2005-04-03,1.2938,1.2883,1.2944,1.2799,0.23
2005-04-10,1.2917,1.2925,1.3017,1.2767,-0.16
2005-04-17,1.3068,1.2915,1.3127,1.2877,1.17
2005-04-24,1.2873,1.3064,1.3065,1.2853,-1.49
2005-05-01,1.2837,1.2862,1.2992,1.281,-0.28
2005-05-08,1.2618,1.2818,1.2915,1.2611,-1.71
2005-05-15,1.2559,1.2626,1.2691,1.2536,-0.47
2005-05-22,1.2575,1.2546,1.2634,1.2496,0.13
2005-05-29,1.2235,1.2534,1.2548,1.2159,-2.7
2005-06-05,1.2123,1.2225,1.2357,1.2108,-0.92
2005-06-12,1.2289,1.2113,1.2291,1.2016,1.37
2005-06-19,1.2097,1.2195,1.2241,1.1983,-1.56
2005-06-26,1.1959,1.2092,1.2188,1.1942,-1.14
2005-07-03,1.1971,1.1934,1.2041,1.1867,0.1
2005-07-10,1.2035,1.1967,1.2258,1.1957,0.53
2005-07-17,1.2067,1.2022,1.2256,1.1951,0.27
2005-07-24,1.213,1.2054,1.2159,1.1961,0.52
2005-07-31,1.2363,1.2125,1.2405,1.2119,1.92
2005-08-07,1.2437,1.234,1.2487,1.2315,0.6
2005-08-14,1.2154,1.246,1.246,1.2127,-2.28
2005-08-21,1.2283,1.2163,1.2344,1.2157,1.06
2005-08-28,1.2525,1.2285,1.259,1.2168,1.97
2005-09-04,1.2409,1.2535,1.2585,1.2374,-0.93
2005-09-11,1.2236,1.2402,1.2415,1.219,-1.39
2005-09-18,1.2039,1.2169,1.2273,1.2037,-1.61
2005-09-25,1.203,1.2034,1.209,1.1977,-0.07
2005-10-02,1.2119,1.2022,1.2207,1.19,0.74
2005-10-09,1.2077,1.2119,1.2155,1.1911,-0.35
2005-10-16,1.1949,1.2083,1.2123,1.1875,-1.06
2005-10-23,1.2062,1.1947,1.2176,1.1921,0.95
2005-10-30,1.1822,1.2058,1.2092,1.1801,-1.99
2005-11-06,1.1724,1.1816,1.1838,1.1671,-0.83
2005-11-13,1.1768,1.1723,1.1795,1.1639,0.38
2005-11-20,1.1724,1.1775,1.1865,1.1683,-0.37
2005-11-27,1.1717,1.1715,1.1904,1.1662,-0.06
2005-12-04,1.1812,1.1704,1.185,1.1688,0.81
2005-12-11,1.2013,1.1781,1.2062,1.1777,1.7
2005-12-18,1.1875,1.2027,1.2041,1.1799,-1.15
2005-12-25,1.1843,1.1862,1.1935,1.1778,-0.27
2006-01-01,1.2149,1.1845,1.2182,1.1799,2.58
2006-01-08,1.2138,1.2148,1.2165,1.2006,-0.09
2006-01-15,1.2138,1.2149,1.2176,1.2041,0.0
2006-01-22,1.21,1.214,1.2325,1.2085,-0.31
2006-01-29,1.2024,1.2106,1.2191,1.1968,-0.63
2006-02-05,1.19,1.2037,1.2048,1.1892,-1.03
2006-02-12,1.1934,1.1902,1.1955,1.1846,0.29
2006-02-19,1.1873,1.1932,1.1976,1.186,-0.51
2006-02-26,1.2039,1.1873,1.2054,1.1824,1.4
2006-03-05,1.1915,1.2049,1.2094,1.1859,-1.03
2006-03-12,1.219,1.1915,1.2208,1.1909,2.31
2006-03-19,1.2036,1.2185,1.2199,1.195,-1.26
2006-03-26,1.2119,1.2039,1.2176,1.1976,0.69
2006-04-02,1.209,1.2122,1.2336,1.2032,-0.24
2006-04-09,1.211,1.211,1.217,1.2065,0.17
2006-04-16,1.2341,1.2125,1.2397,1.2123,1.91
2006-04-23,1.2637,1.2374,1.2642,1.2333,2.4
2006-04-30,1.2725,1.2628,1.2768,1.2556,0.7
2006-05-07,1.2932,1.2743,1.2959,1.2662,1.63
2006-05-14,1.2774,1.2951,1.2974,1.2695,-1.22
2006-05-21,1.2735,1.2761,1.2896,1.2695,-0.31
2006-05-28,1.2918,1.2732,1.2942,1.272,1.44
2006-06-04,1.2644,1.2931,1.2982,1.2596,-2.12
2006-06-11,1.2645,1.2619,1.2678,1.2531,0.01
2006-06-18,1.2512,1.265,1.2683,1.2479,-1.05
2006-06-25,1.2789,1.2505,1.2797,1.2502,2.21
2006-07-02,1.281,1.279,1.2864,1.2705,0.16
2006-07-09,1.2651,1.2811,1.2817,1.2625,-1.24
2006-07-16,1.2697,1.2634,1.2699,1.2459,0.36
2006-07-23,1.2764,1.2703,1.2775,1.2561,0.53
2006-07-30,1.2874,1.2768,1.2912,1.2721,0.86
2006-08-06,1.2722,1.2884,1.2915,1.2716,-1.18
2006-08-13,1.2826,1.2715,1.2893,1.2696,0.82
2006-08-20,1.275,1.2826,1.294,1.2725,-0.59
2006-08-27,1.2836,1.2761,1.2881,1.2748,0.67
2006-09-03,1.2673,1.2845,1.2875,1.2649,-1.27
2006-09-10,1.2647,1.2668,1.2753,1.263,-0.21
2006-09-17,1.278,1.2637,1.2835,1.2631,1.05
2006-09-24,1.2672,1.279,1.2824,1.2638,-0.85
2006-10-01,1.26,1.2684,1.277,1.2574,-0.57
2006-10-08,1.2515,1.2594,1.262,1.2484,-0.67
2006-10-15,1.2614,1.25,1.2643,1.2487,0.79
2006-10-22,1.2741,1.262,1.2753,1.2525,1.01
2006-10-29,1.2718,1.2732,1.28,1.2679,-0.18
2006-11-05,1.2844,1.2718,1.2901,1.2688,0.99
2006-11-12,1.2828,1.2843,1.2879,1.2761,-0.12
2006-11-19,1.3093,1.2831,1.3112,1.2799,2.07
2006-11-26,1.3336,1.3172,1.335,1.3087,1.86
2006-12-03,1.3201,1.3333,1.3369,1.3192,-1.01
2006-12-10,1.3083,1.3178,1.3293,1.3059,-0.89
2006-12-17,1.3144,1.3083,1.3246,1.3053,0.47
2006-12-24,1.3199,1.3135,1.3208,1.3091,0.42
2006-12-31,1.3003,1.3197,1.3298,1.298,-1.48
2007-01-07,1.2917,1.3013,1.3054,1.2866,-0.66
2007-01-14,1.2966,1.2927,1.3002,1.2896,0.38
2007-01-21,1.2915,1.2961,1.3045,1.2875,-0.39
2007-01-28,1.2969,1.2919,1.3064,1.2898,0.42
2007-02-04,1.3005,1.2965,1.3047,1.2912,0.28
2007-02-11,1.3141,1.2992,1.3174,1.2941,1.05
2007-02-18,1.3167,1.3157,1.319,1.3079,0.2
2007-02-25,1.3194,1.3163,1.326,1.3142,0.21
2007-03-04,1.3114,1.3203,1.3213,1.307,-0.61
2007-03-11,1.3314,1.3117,1.3342,1.311,1.53
2007-03-18,1.3285,1.332,1.3414,1.3271,-0.22
2007-03-25,1.3358,1.3291,1.3403,1.3255,0.55
2007-04-01,1.3379,1.3376,1.3444,1.332,0.16
2007-04-08,1.3529,1.3373,1.3554,1.334,1.12
2007-04-15,1.3591,1.3556,1.3638,1.3521,0.46
2007-04-22,1.3653,1.3603,1.3683,1.354,0.46
2007-04-29,1.359,1.3634,1.368,1.3531,-0.46
2007-05-06,1.3529,1.3601,1.3628,1.3462,-0.45
2007-05-13,1.3509,1.3533,1.3611,1.3465,-0.15
2007-05-20,1.3441,1.3519,1.3529,1.3411,-0.5
2007-05-27,1.3449,1.3446,1.3521,1.3392,0.06
2007-06-03,1.3374,1.3444,1.3555,1.332,-0.56
2007-06-10,1.3388,1.3361,1.339,1.3262,0.1
2007-06-17,1.3469,1.3376,1.3471,1.3372,0.61
2007-06-24,1.3542,1.3466,1.3542,1.3415,0.54
2007-07-01,1.3628,1.3542,1.3661,1.3528,0.64
2007-07-08,1.3784,1.3632,1.3815,1.3594,1.14
2007-07-15,1.3827,1.3779,1.3844,1.3752,0.31
2007-07-22,1.3634,1.3837,1.3853,1.3627,-1.4
2007-07-29,1.3774,1.3614,1.382,1.3609,1.03
2007-08-05,1.3693,1.3828,1.384,1.3641,-0.59
2007-08-12,1.3476,1.3687,1.371,1.3359,-1.58
2007-08-19,1.3681,1.3481,1.3682,1.3451,1.52
2007-08-26,1.363,1.3672,1.3721,1.3564,-0.37
2007-09-02,1.3768,1.3629,1.38,1.3552,1.01
2007-09-09,1.3875,1.3785,1.3929,1.3767,0.78
2007-09-16,1.4091,1.3869,1.4122,1.3828,1.56
2007-09-23,1.4272,1.4091,1.4279,1.406,1.28
2007-09-30,1.4136,1.4277,1.4282,1.4031,-0.95
2007-10-07,1.4179,1.4147,1.4242,1.4014,0.3
2007-10-14,1.4305,1.4181,1.432,1.4143,0.89
2007-10-21,1.4397,1.4327,1.4398,1.4125,0.64
2007-10-28,1.4508,1.4411,1.4528,1.4374,0.77
2007-11-04,1.4676,1.4514,1.4754,1.4444,1.16
2007-11-11,1.4659,1.467,1.4726,1.452,-0.12
2007-11-18,1.4837,1.4672,1.4968,1.4619,1.21
2007-11-25,1.4632,1.4823,1.4909,1.4628,-1.38
2007-12-02,1.4657,1.4639,1.4772,1.4528,0.17
2007-12-09,1.4419,1.4655,1.4752,1.4411,-1.62
2007-12-16,1.4367,1.4388,1.4455,1.431,-0.36
2007-12-23,1.4717,1.4375,1.4729,1.436,2.44
2007-12-30,1.4745,1.472,1.4825,1.4569,0.19
2008-01-06,1.4777,1.4747,1.4821,1.464,0.22
2008-01-13,1.4611,1.4783,1.4924,1.4589,-1.12
2008-01-20,1.4672,1.4606,1.4781,1.4365,0.42
2008-01-27,1.48,1.4682,1.4954,1.4661,0.87
2008-02-03,1.451,1.4806,1.4851,1.444,-1.96
2008-02-10,1.468,1.4518,1.4711,1.4482,1.17
2008-02-17,1.4832,1.4679,1.4864,1.4611,1.04
2008-02-24,1.5181,1.4839,1.524,1.4779,2.35
2008-03-02,1.5351,1.5196,1.5461,1.5147,1.12
2008-03-09,1.5675,1.5364,1.569,1.5283,2.11
2008-03-16,1.5432,1.5725,1.5906,1.5397,-1.55
2008-03-23,1.5802,1.5422,1.586,1.5342,2.4
2008-03-30,1.5737,1.5811,1.5896,1.551,-0.41
2008-04-06,1.5807,1.5732,1.5914,1.5627,0.44
2008-04-13,1.5815,1.5698,1.5985,1.5671,0.05
2008-04-20,1.5625,1.5813,1.602,1.5555,-1.2
2008-04-27,1.5429,1.5617,1.5693,1.536,-1.25
2008-05-04,1.5483,1.5434,1.5595,1.5286,0.35
2008-05-11,1.5577,1.5463,1.5602,1.5366,0.61
2008-05-18,1.5766,1.5598,1.5816,1.5486,1.21
2008-05-25,1.5554,1.5772,1.582,1.5462,-1.34
2008-06-01,1.5777,1.5558,1.5777,1.5364,1.43
2008-06-08,1.538,1.5794,1.5846,1.5302,-2.52
2008-06-15,1.5605,1.541,1.5652,1.5345,1.46
2008-06-22,1.5795,1.5629,1.5795,1.5467,1.22
2008-06-29,1.5706,1.5777,1.5911,1.5653,-0.56
2008-07-06,1.5942,1.5697,1.5948,1.561,1.5
2008-07-13,1.5848,1.5964,1.604,1.5784,-0.59
2008-07-20,1.571,1.5837,1.5945,1.5628,-0.87
2008-07-27,1.5566,1.5701,1.577,1.5513,-0.92
2008-08-03,1.5006,1.557,1.5631,1.4996,-3.6
2008-08-10,1.4689,1.4933,1.5084,1.4657,-2.11
2008-08-17,1.4793,1.4683,1.4909,1.463,0.71
2008-08-24,1.4674,1.4788,1.4813,1.4569,-0.8
2008-08-31,1.4269,1.4702,1.4719,1.4197,-2.76
2008-09-07,1.4228,1.4385,1.443,1.388,-0.29
2008-09-14,1.4466,1.4315,1.4543,1.4079,1.67
2008-09-21,1.4615,1.4491,1.4867,1.4438,1.03
2008-09-28,1.3771,1.4522,1.4566,1.3704,-5.77
2008-10-05,1.3414,1.3665,1.3786,1.3259,-2.59
2008-10-12,1.3409,1.3559,1.3771,1.3346,-0.04
2008-10-19,1.2624,1.3403,1.3532,1.2498,-5.85
2008-10-26,1.2733,1.2551,1.3297,1.2331,0.86
2008-11-02,1.2739,1.2751,1.3119,1.2528,0.05
2008-11-09,1.2634,1.2821,1.293,1.239,-0.82
2008-11-16,1.2581,1.2535,1.2816,1.2425,-0.42
2008-11-23,1.2698,1.2592,1.3083,1.2567,0.93
2008-11-30,1.2736,1.2712,1.2851,1.255,0.3
2008-12-07,1.3373,1.2727,1.3417,1.2717,5.0
2008-12-14,1.3919,1.337,1.4722,1.3367,4.08
2008-12-21,1.4063,1.3934,1.4126,1.3901,1.03
2008-12-28,1.3879,1.4062,1.4364,1.384,-1.31
2009-01-04,1.344,1.3904,1.3966,1.3311,-3.16
2009-01-11,1.3304,1.3474,1.3476,1.3026,-1.01
2009-01-18,1.2992,1.3328,1.3388,1.2766,-2.35
2009-01-25,1.2782,1.2971,1.3331,1.2778,-1.62
2009-02-01,1.2933,1.277,1.3072,1.2707,1.18
2009-02-08,1.2862,1.2961,1.3095,1.2721,-0.55
2009-02-15,1.2843,1.279,1.2885,1.2514,-0.15
2009-02-22,1.2669,1.2796,1.2992,1.2603,-1.35
2009-03-01,1.2641,1.2626,1.2755,1.2456,-0.22
2009-03-08,1.2925,1.2669,1.2959,1.2554,2.25
2009-03-15,1.3583,1.2886,1.374,1.2837,5.09
2009-03-22,1.3301,1.3634,1.3738,1.3258,-2.08
2009-03-29,1.3483,1.3227,1.3519,1.3114,1.37
2009-04-05,1.3188,1.3512,1.3584,1.3091,-2.19
2009-04-12,1.3041,1.319,1.3394,1.3019,-1.11
2009-04-19,1.3255,1.3048,1.3304,1.2886,1.64
2009-04-26,1.3266,1.3243,1.3387,1.2965,0.08
2009-05-03,1.3647,1.3285,1.3651,1.3209,2.87
2009-05-10,1.3496,1.3649,1.3725,1.3464,-1.11
2009-05-17,1.3994,1.3487,1.4053,1.3423,3.69
2009-05-24,1.4154,1.4035,1.4171,1.3793,1.14
2009-05-31,1.3975,1.4125,1.434,1.3933,-1.26
2009-06-07,1.4024,1.3945,1.418,1.3806,0.35
2009-06-14,1.3943,1.3989,1.4014,1.375,-0.58
2009-06-21,1.4053,1.3952,1.4141,1.3826,0.79
2009-06-28,1.3964,1.4065,1.4204,1.393,-0.63
2009-07-05,1.3933,1.3958,1.4075,1.3833,-0.22
2009-07-12,1.4099,1.3948,1.4168,1.3898,1.19
2009-07-19,1.4205,1.4117,1.4294,1.411,0.75
2009-07-26,1.425,1.4228,1.4306,1.4008,0.32
2009-08-02,1.4188,1.4269,1.4449,1.4155,-0.44
2009-08-09,1.4205,1.4176,1.433,1.4085,0.12
